ENSEMBL	OriginalENSEMBL	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	ENTREZID	SYMBOL	GENENAME
ENSG00000241170	ENSG00000241170.2	34.4606765967941	-1.00742742008364	0.308138396474351	11.2131048927561	0.000812217111541316	0.00412765868703322	NA	NA	NA
ENSG00000241399	ENSG00000241399.6	429.640302019725	-1.20138207396435	0.380824679768256	9.91036041645441	0.00164350929637678	0.00754087434780193	9936	CD302	CD302 molecule
ENSG00000241431	ENSG00000241431.1	25.2857211062709	-1.76513513107926	0.430538603209747	17.474677117124	2.91160136866568e-05	0.000224420160957811	346950	RPL37P6	ribosomal protein L37 pseudogene 6
ENSG00000241525	ENSG00000241525.4	38.5660880399466	1.4841467244591	0.272989554452977	29.7806346239504	4.83800543536185e-08	6.94930680951824e-07	105371430	LOC105371430	uncharacterized LOC105371430
ENSG00000241549	ENSG00000241549.8	36.7869345039934	-1.31587679525562	0.289590154497223	20.9501739791443	4.71385018606486e-06	4.41751672262727e-05	387036	GUSBP2	GUSB pseudogene 2
ENSG00000241717	ENSG00000241717.1	30.7552797350801	-1.10622799767787	0.339845760181851	10.0294259597487	0.00154059041794033	0.00712891798009592	7451	VWFP1	von Willebrand factor pseudogene 1
ENSG00000241935	ENSG00000241935.8	93.7726399184861	-1.34884797550738	0.358652640997429	14.9202221496363	0.000112154310217313	0.000734728345268105	112817	HOGA1	4-hydroxy-2-oxoglutarate aldolase 1
ENSG00000242299	ENSG00000242299.1	1857.55302391637	-1.01107346417663	0.097513201813015	109.307655854447	1.38954547996308e-25	1.72308843805609e-23	100131863	RPS18P5	ribosomal protein S18 pseudogene 5
ENSG00000242660	ENSG00000242660.1	50.4449543095245	-1.21959596625338	0.233823563464468	28.711023190029	8.40240950588836e-08	1.14719742816684e-06	NA	NA	NA
ENSG00000242715	ENSG00000242715.7	29.2403230126669	2.23068546860498	0.472420758222404	19.7745220515422	8.71364906186538e-06	7.67491904201386e-05	728591	CCDC169	coiled-coil domain containing 169
ENSG00000242747	ENSG00000242747.1	38.0181870101235	-1.67037840566384	0.29834493819698	33.3659875524451	7.63475930898139e-09	1.27473144710572e-07	729208	RPL21P14	ribosomal protein L21 pseudogene 14
ENSG00000242861	ENSG00000242861.1	124.358218146401	-1.10354117350416	0.195839267446618	32.4349513302071	1.2324968781129e-08	1.98187174052647e-07	NA	NA	NA
ENSG00000242960	ENSG00000242960.1	2051.34039492423	-1.02950852914945	0.0628105925769806	273.888927150447	1.61196840938128e-61	1.90609507379303e-58	NA	NA	NA
ENSG00000243004	ENSG00000243004.5	668.236529566232	-1.09056298256512	0.14935352304149	56.1974716569931	6.55457698232896e-14	2.41128321453255e-12	NA	NA	NA
ENSG00000243024	ENSG00000243024.6	39.8157811842618	-1.11560761016348	0.28278421703484	16.138527324447	5.88741059497061e-05	0.000416242317721294	NA	NA	NA
ENSG00000243364	ENSG00000243364.7	20.652266364807	-1.14643777612236	0.334156691522361	12.0139623917683	0.000528034767628748	0.00284674891060063	1945	EFNA4	ephrin A4
ENSG00000243477	ENSG00000243477.5	358.911595773423	1.08670118112297	0.135771365357762	59.8248689251323	1.03684890294113e-14	4.19157879456386e-13	24142	NAA80	N-alpha-acetyltransferase 80, NatH catalytic subunit
ENSG00000243509	ENSG00000243509.4	339.012191933962	-2.41564115275397	0.248818209428687	84.0422196191508	4.84320671077451e-20	3.57135258323014e-18	8771	TNFRSF6B	TNF receptor superfamily member 6b
ENSG00000243517	ENSG00000243517.1	191.055960504737	-1.05846528974266	0.141491983534466	57.5693080661894	3.26277282209415e-14	1.24886873256318e-12	441632	RPL13AP22	ribosomal protein L13a pseudogene 22
ENSG00000243649	ENSG00000243649.8	151.110161135176	-1.89484856641506	0.147260303268106	167.34542117537	2.81176568206892e-38	9.21730197699207e-36	629	CFB	complement factor B
ENSG00000243711	ENSG00000243711.1	50.5207377787308	-1.29878482234657	0.2567836631454	27.1979919615532	1.83649316599696e-07	2.34313881437354e-06	100271444	RPL21P116	ribosomal protein L21 pseudogene 116
ENSG00000243749	ENSG00000243749.1	104.142075274808	-1.10785695039779	0.239428343572308	22.552918458119	2.04433726148129e-06	2.1020485214405e-05	100506144	TMEM35B	transmembrane protein 35B
ENSG00000243802	ENSG00000243802.2	87.595892339999	-1.17865296913756	0.206941441241741	34.059786153063	5.34444407738006e-09	9.1873935076831e-08	NA	NA	NA
ENSG00000243819	ENSG00000243819.4	24.2324202611796	-1.11157413940943	0.277675055549526	16.3258003249511	5.33328598790743e-05	0.000382207285224301	106479524	RN7SL832P	RNA, 7SL, cytoplasmic 832, pseudogene
ENSG00000243894	ENSG00000243894.1	20.4283434087776	-1.09168093234366	0.30595599389419	12.9084016998697	0.000327110496928479	0.00187732734317993	727951	RPS3AP16	RPS3A pseudogene 16
ENSG00000244021	ENSG00000244021.4	702.594312687465	-1.10186498906564	0.147315408583631	59.0057789260884	1.57209579086582e-14	6.20387598805442e-13	653156	RPL21P53	ribosomal protein L21 pseudogene 53
ENSG00000244137	ENSG00000244137.1	201.150272510132	-1.74528634611774	0.424927731071847	17.5399857180627	2.81328553999333e-05	0.000217985188260331	NA	NA	NA
ENSG00000244255	ENSG00000244255.5	205.653413470378	-1.85392607194804	0.231980986054272	58.2631177937271	2.29302898630776e-14	8.91078599855208e-13	NA	NA	NA
ENSG00000244405	ENSG00000244405.7	1674.99944432539	1.00270254273166	0.110424555247644	79.7469944699641	4.25557438450824e-19	2.83496604218679e-17	2119	ETV5	ETS variant transcription factor 5
ENSG00000244414	ENSG00000244414.6	47.2979297192066	-2.86306308162821	0.442623054210313	42.0456866706088	8.91656525506146e-11	2.04728543016526e-09	3078	CFHR1	complement factor H related 1
ENSG00000244509	ENSG00000244509.3	73.9842114022848	-1.77664339826018	0.321071903008259	29.090857512511	6.90621244527169e-08	9.60747007775211e-07	27350	APOBEC3C	apolipoprotein B mRNA editing enzyme catalytic subunit 3C
ENSG00000244527	ENSG00000244527.1	37.8034198627765	-1.45857610539333	0.26923001037595	30.9938648080442	2.58845352610588e-08	3.89373502025623e-07	440487	RPL21P128	ribosomal protein L21 pseudogene 128
ENSG00000244625	ENSG00000244625.5	184.027275453647	1.37528559216317	0.286192416695176	18.9087965549071	1.37118939383708e-05	0.000114881230593998	NA	NA	NA
ENSG00000244682	ENSG00000244682.7	21.5584746896822	-2.33340374019696	0.53780016017313	16.1770358714868	5.76892480900394e-05	0.000408825623932601	NA	NA	NA
ENSG00000244705	ENSG00000244705.1	30.5568739871331	-1.48350660732699	0.250712184049979	35.0011103339172	3.29517372617322e-09	5.94874083423496e-08	390578	RPLP0P10	ribosomal protein lateral stalk subunit P0 pseudogene 10
ENSG00000244731	ENSG00000244731.7	1083.0588937476	-3.45445985695251	0.329030316228212	98.6507373025542	3.01202437438275e-23	2.96800937534043e-21	720	C4A	complement C4A (Rodgers blood group)
ENSG00000244953	ENSG00000244953.1	49.9382918894046	-1.0353690665088	0.340640134135428	9.73895463450724	0.00180403465078238	0.00816873403347289	NA	NA	NA
ENSG00000245025	ENSG00000245025.2	542.746699873584	1.33344693004668	0.322509059972015	12.7930186281773	0.000347915272481359	0.00197862281517485	NA	NA	NA
ENSG00000245248	ENSG00000245248.7	27.0867338492477	1.43019406606761	0.339052544394595	17.5807847886708	2.75356653412174e-05	0.000213858396383384	NA	NA	NA
ENSG00000245293	ENSG00000245293.2	109.223391530718	-1.22767386932024	0.372340784269502	11.4541851832551	0.000713331604692438	0.00368623319802746	101929595	CYP2U1-AS1	CYP2U1 and SGMS2 antisense RNA 1
ENSG00000245468	ENSG00000245468.3	22.0478204555399	-1.38672165916976	0.390840047859146	13.1489398111477	0.000287681973569526	0.00167860887537178	NA	NA	NA
ENSG00000245532	ENSG00000245532.6	7493.18909875046	-1.38919442648081	0.169916766156108	70.5833718189526	4.41220368141136e-17	2.34484192115327e-15	283131	NEAT1	nuclear paraspeckle assembly transcript 1
ENSG00000245970	ENSG00000245970.2	2829.76860946117	-1.21567484212276	0.154915131600365	65.0484271761407	7.30798603557451e-16	3.4030957756939e-14	NA	NA	NA
ENSG00000246223	ENSG00000246223.8	22.3255363773158	-1.70541546179384	0.375671340844806	22.0502439539882	2.65605923450033e-06	2.65437564730068e-05	388011	LINC01550	long intergenic non-protein coding RNA 1550
ENSG00000246363	ENSG00000246363.2	41.8829260971394	2.47158087061008	0.589437664833885	11.0026620506612	0.000909811216292057	0.00455442085881671	728084	LINC02458	long intergenic non-protein coding RNA 2458
ENSG00000246705	ENSG00000246705.4	236.653835197239	-1.24352011980576	0.228727193806302	27.5013474371899	1.56985097001784e-07	2.03588702570782e-06	55766	H2AJ	H2A.J histone
ENSG00000246731	ENSG00000246731.2	277.37563974055	-1.55813166724011	0.2147434323025	51.5392636434562	7.01794275701868e-13	2.23420256482819e-11	85001	MGC16275	uncharacterized protein MGC16275
ENSG00000247081	ENSG00000247081.7	117.722113925911	-1.96300811702562	0.313729979941104	40.7168162227007	1.75966352084446e-10	3.90487262142354e-09	105369147	LOC105369147	uncharacterized LOC105369147
ENSG00000248050	ENSG00000248050.1	45.9594216695751	1.70053180951333	0.239461893379717	53.3975197127453	2.72440613616566e-13	9.24204536499067e-12	NA	NA	NA
ENSG00000248079	ENSG00000248079.2	41.0410660372962	-2.05978524662365	0.255969730099554	69.4392628395459	7.88042241192935e-17	4.07676415057139e-15	NA	NA	NA
ENSG00000248101	ENSG00000248101.2	393.868224230434	1.06630698108488	0.212529613878964	21.7923309291279	3.03812087599581e-06	2.98344215371717e-05	NA	NA	NA
ENSG00000248223	ENSG00000248223.1	2032.17876355257	-1.12125500762999	0.11198318135036	104.636498135925	1.46728969389627e-24	1.64679642288853e-22	NA	NA	NA
ENSG00000248455	ENSG00000248455.5	107.482495947205	1.04241599944546	0.203608844920997	25.4206767632159	4.60950998017542e-07	5.41192432388751e-06	101929544	LINC02217	long intergenic non-protein coding RNA 2217
ENSG00000248477	ENSG00000248477.6	44.4446702876402	-2.672448006023	0.264952393970339	112.623859712999	2.60849720105948e-26	3.44082604899913e-24	643784	NAIPP3	NAIP pseudogene 3
ENSG00000248485	ENSG00000248485.1	746.383108180943	2.27525514202096	0.511064120145439	12.2871529820816	0.000456086950815259	0.00250993335866595	654790	PCP4L1	Purkinje cell protein 4 like 1
ENSG00000248508	ENSG00000248508.6	232.138254524396	-1.86051664147494	0.187710115098574	103.034611102048	3.29343899339202e-24	3.58692340895449e-22	100131089	SRP14-DT	SRP14 divergent transcript
ENSG00000248672	ENSG00000248672.5	55.1344728859133	-1.04926068605619	0.307928481898831	12.1849820625267	0.000481758023792294	0.0026307976925184	100526664	LY75-CD302	LY75-CD302 readthrough
ENSG00000248738	ENSG00000248738.6	72.4993832127973	2.43486452689567	0.259218019047651	85.1976580092629	2.69981460512722e-20	2.03154913093539e-18	101929237	LOC101929237	uncharacterized LOC101929237
ENSG00000248905	ENSG00000248905.8	358.10244878024	1.59497423231605	0.155370268180737	94.4622698498644	2.49808848719472e-22	2.27849068106144e-20	342184	FMN1	formin 1
ENSG00000249072	ENSG00000249072.1	29.5113138392531	-2.40888190602047	0.704389876914284	10.4449526308745	0.00122985060732454	0.00589534150252036	NA	NA	NA
ENSG00000249437	ENSG00000249437.7	373.827644766375	-1.52064914301361	0.345538773459231	20.4143598052689	6.23601117598297e-06	5.68782628169752e-05	4671	NAIP	NLR family apoptosis inhibitory protein
ENSG00000249751	ENSG00000249751.3	58.144408735795	-1.01442653224876	0.265545216652088	13.4949942915183	0.000239200696722253	0.00143422032601635	641700	ECSCR	endothelial cell surface expressed chemotaxis and apoptosis regulator
ENSG00000249790	ENSG00000249790.2	29.5796722881659	-2.96598154668563	0.612541824194266	22.1639325342888	2.50332653151746e-06	2.52383185542057e-05	NA	NA	NA
ENSG00000249835	ENSG00000249835.2	228.043184116366	-3.04967869164996	0.206415135181469	232.845047778496	1.42856930094229e-52	1.31384724958051e-49	105379054	VCAN-AS1	VCAN antisense RNA 1
ENSG00000249936	ENSG00000249936.3	1355.65430528065	-1.14278480395165	0.210524405647907	31.1022164021081	2.4479171943248e-08	3.69913694143769e-07	NA	NA	NA
ENSG00000250007	ENSG00000250007.6	23.3864204343617	2.37514984243415	0.603716945404362	11.542176762656	0.0006803493570843	0.00353625037961381	101928174	GJD2-DT	GJD2 divergent transcript
ENSG00000250056	ENSG00000250056.5	129.906167808327	1.38579364018172	0.308914316247567	16.1486497241513	5.85603020563308e-05	0.000414200606875253	255167	LINC01018	long intergenic non-protein coding RNA 1018
ENSG00000250067	ENSG00000250067.11	1579.48497426946	1.16394698364005	0.298609955647159	11.7151481465552	0.000619933756432586	0.00326577354681408	374887	YJEFN3	YjeF N-terminal domain containing 3
ENSG00000250107	ENSG00000250107.1	20.4963897219821	1.59201657223161	0.353251484150625	20.8249572851645	5.03229145510536e-06	4.68543694564351e-05	253962	CACNA1G-AS1	CACNA1G antisense RNA 1
ENSG00000250138	ENSG00000250138.4	46.6275777668008	-1.83240707065981	0.345431444471302	24.7542998485855	6.51233569898951e-07	7.42226928254195e-06	728488	LOC728488	POM121 membrane glycoprotein (rat) pseudogene
ENSG00000250166	ENSG00000250166.2	35.9223052298481	-2.02793664079835	0.505870835849554	16.9008302747972	3.93843519537519e-05	0.000293226109475325	NA	NA	NA
ENSG00000250198	ENSG00000250198.1	34.7783362317996	-1.627693144003	0.334487584961505	22.5041124869723	2.09694184130803e-06	2.14879750615499e-05	NA	NA	NA
ENSG00000250208	ENSG00000250208.6	76.8189561220707	-1.93117994185878	0.208531681560922	86.0428493344045	1.76078686753513e-20	1.36849512669532e-18	440119	FZD10-AS1	FZD10 antisense divergent transcript
ENSG00000250218	ENSG00000250218.1	38.8103386831205	-1.45434882314325	0.343898853174764	18.8720138211127	1.39788506759876e-05	0.000116934251397492	100874204	ALDH1L1-AS1	ALDH1L1 antisense RNA 1
ENSG00000250305	ENSG00000250305.8	662.28964079336	1.25973840931787	0.158795184387237	60.0461921334098	9.2657089544847e-15	3.77341153473597e-13	57604	TRMT9B	tRNA methyltransferase 9B (putative)
ENSG00000250366	ENSG00000250366.2	381.693325251722	1.59277592790881	0.335690473581333	16.971803084091	3.79390990293798e-05	0.000283998559747623	100507043	TUNAR	TCL1 upstream neural differentiation-associated RNA
ENSG00000250424	ENSG00000250424.4	531.349929572874	-3.62657688267901	0.485711812579682	41.9656987339524	9.28886315027893e-11	2.12539716684578e-09	NA	NA	NA
ENSG00000250584	ENSG00000250584.2	45.1812280097107	2.45089594988195	0.264334280943621	94.0346838812126	3.10043199281457e-22	2.79706274795906e-20	100506791	LINC01511	long intergenic non-protein coding RNA 1511
ENSG00000250686	ENSG00000250686.2	72.5185261239851	1.6847949978188	0.174750999321055	98.663661051316	2.99243158132359e-23	2.95750499182217e-21	NA	NA	NA
ENSG00000250687	ENSG00000250687.6	42.5668861812713	-2.5907839367817	0.3454838746485	60.6738054841892	6.73605371185112e-15	2.80180907469446e-13	NA	NA	NA
ENSG00000250722	ENSG00000250722.5	4988.33070468899	-1.18274550843439	0.242992751932057	24.9275801448303	5.95247359277323e-07	6.8406958758462e-06	6414	SELENOP	selenoprotein P
ENSG00000250770	ENSG00000250770.3	80.1340418682447	1.76658020873126	0.323633822335453	25.7329337356246	3.9207880971229e-07	4.68373909637717e-06	NA	NA	NA
ENSG00000250786	ENSG00000250786.1	49.9857088919561	-2.29378752951277	0.269893081423381	73.3620195029751	1.07922938671294e-17	6.19275663166009e-16	NA	NA	NA
ENSG00000250896	ENSG00000250896.1	249.123097555922	1.01878837286787	0.292193093909122	9.70571436674498	0.00183695901314172	0.00828834504852947	NA	NA	NA
ENSG00000250910	ENSG00000250910.7	24.6345347940096	1.31834359378	0.375787600604087	11.0940110387455	0.000866069575245604	0.00436316152872896	102724776	MAP9-AS1	MAP9 antisense RNA 1
ENSG00000250989	ENSG00000250989.1	36.6879710721806	-1.01475812673921	0.319675230298467	9.30286542292416	0.0022879572575992	0.00997655430552506	NA	NA	NA
ENSG00000251141	ENSG00000251141.5	53.8192670402187	1.1057470297575	0.202377255747165	30.5172367654248	3.30913301559087e-08	4.87375823012448e-07	NA	NA	NA
ENSG00000251158	ENSG00000251158.1	42.4767975059471	-1.15723628350254	0.294588190046119	14.4548155061285	0.000143562336008787	0.000914429661969015	728506	LOC728506	POM121 membrane glycoprotein (rat) pseudogene
ENSG00000251226	ENSG00000251226.1	72.6803512732729	1.37961347963149	0.269999661314403	25.60696147388	4.18526753372465e-07	4.96844828878054e-06	729305	LINC02714	long intergenic non-protein coding RNA 2714
ENSG00000251246	ENSG00000251246.1	174.89160920299	2.00705504458248	0.414974663898571	16.2851817348014	5.44883973795331e-05	0.000389644999749236	NA	NA	NA
ENSG00000251333	ENSG00000251333.3	430.49688968197	1.20101982839468	0.325342907701659	10.1934561349197	0.00140939909249075	0.00662743851062011	NA	NA	NA
ENSG00000251405	ENSG00000251405.2	33.6368119848827	-1.47937965683167	0.441621182200504	11.8185117576046	0.000586447165561063	0.00311483159702997	NA	NA	NA
ENSG00000251432	ENSG00000251432.6	21.9501579822952	-1.8881060633441	0.498982210315803	15.066823601615	0.00010377118682541	0.000687152044920501	100507487	LINC02615	long intergenic non-protein coding RNA 2615
ENSG00000251442	ENSG00000251442.5	69.8819816633593	-1.38353379181989	0.44723551009186	9.67518827332364	0.00186773129808628	0.00841228615811981	NA	NA	NA
ENSG00000251575	ENSG00000251575.2	37.4091777775185	-2.41748661137642	0.34965825381379	52.3730946185521	4.58969176424117e-13	1.50009974947938e-11	100506526	C5orf64-AS1	C5orf64 antisense RNA 1
ENSG00000251634	ENSG00000251634.2	137.662850325386	-1.19170203925464	0.23601296216496	26.6309532976346	2.46266555312433e-07	3.07105061387546e-06	NA	NA	NA
ENSG00000251660	ENSG00000251660.1	4189.55328903937	-1.95625282638181	0.347028363836623	31.9176504861327	1.60848906998056e-08	2.5251524238021e-07	NA	NA	NA
ENSG00000251661	ENSG00000251661.3	29.6321624126061	-1.12722991710241	0.270675012408894	17.5138101709371	2.85228326365107e-05	0.000220697000645532	NA	NA	NA
ENSG00000253203	ENSG00000253203.6	32.4197041375075	-1.24633613241046	0.313339573559358	16.1278998494684	5.92053876734988e-05	0.000418316513120331	653188	GUSBP3	GUSB pseudogene 3
ENSG00000253366	ENSG00000253366.3	44.4012670083443	-1.10652747523571	0.213086647808709	27.0579688114558	1.97444601662812e-07	2.50179614100805e-06	NA	NA	NA
ENSG00000253368	ENSG00000253368.3	811.256124003858	1.143153535987	0.266795891334687	14.6831351929404	0.000127179177726815	0.000820014682640141	388610	TRNP1	TMF1 regulated nuclear protein 1
ENSG00000253374	ENSG00000253374.5	177.147246939136	-1.14738517503437	0.156666675954937	55.8518830920983	7.81418549437326e-14	2.83684065277636e-12	NA	NA	NA
ENSG00000253457	ENSG00000253457.2	53.4173014620077	1.49033229457836	0.261548788447913	32.7115268373372	1.06901390414498e-08	1.74182979096143e-07	100507341	SMIM18	small integral membrane protein 18
ENSG00000253525	ENSG00000253525.1	20.7505363132282	-5.29309871731859	0.713062266586141	63.1406925731829	1.92456761104807e-15	8.53018862572833e-14	NA	NA	NA
ENSG00000253629	ENSG00000253629.1	350.728431246057	1.18964845435229	0.202236085987462	33.2545088120115	8.08520708112021e-09	1.34654487549703e-07	NA	NA	NA
ENSG00000253641	ENSG00000253641.5	33.1343251033591	1.72803097139756	0.324027509358802	28.1988814179614	1.09467813544679e-07	1.46795052193227e-06	101929191	LINC03022	long intergenic non-protein coding RNA 3022
ENSG00000253649	ENSG00000253649.3	72.2414756910776	1.18867373477164	0.237391124348842	23.406647600891	1.31124627894609e-06	1.40589550031172e-05	NA	NA	NA
ENSG00000253676	ENSG00000253676.1	56.7647747648621	-1.5440008455641	0.186029429625282	68.9706719114489	9.99386171033242e-17	5.11416951108804e-15	NA	NA	NA
ENSG00000253696	ENSG00000253696.2	57.3623820673403	-1.22625843117634	0.262566392713652	23.0113578962471	1.61047128043264e-06	1.69704308159911e-05	104266957	KBTBD11-OT1	KBTBD11 overlapping transcript 1
ENSG00000253764	ENSG00000253764.1	63.7633960755338	-1.60242412122448	0.240894989988906	46.5354702614713	8.99749388005569e-12	2.41996770816217e-10	101928058	KBTBD11-AS1	KBTBD11 antisense RNA 1
ENSG00000253859	ENSG00000253859.2	183.925148032728	-1.1430032417534	0.155901395408073	55.9783263295569	7.32743615854009e-14	2.66305251123056e-12	NA	NA	NA
ENSG00000253875	ENSG00000253875.1	154.843675780359	1.00455697434373	0.196732510972239	24.2226206853315	8.58183929216515e-07	9.58947408451893e-06	NA	NA	NA
ENSG00000253882	ENSG00000253882.6	21.4492060952244	-1.12188662173264	0.313233091940456	13.1796319450185	0.000283008335014072	0.00165696250468274	154761	LOC154761	family with sequence similarity 115, member C pseudogene
ENSG00000254087	ENSG00000254087.7	265.61767793097	-1.04691207485401	0.307367252930484	12.1782403272716	0.00048350234465478	0.0026385823519326	4067	LYN	LYN proto-oncogene, Src family tyrosine kinase
ENSG00000254187	ENSG00000254187.1	40.2371973612161	1.76665608247759	0.259796352527231	48.5772369558305	3.17533524635894e-12	9.15785493655907e-11	NA	NA	NA
ENSG00000254317	ENSG00000254317.1	76.0482695200176	1.98723936863563	0.3860123552989	20.2854130341997	6.67072255400991e-06	6.0377515866789e-05	NA	NA	NA
ENSG00000254336	ENSG00000254336.1	34.6324365959988	-1.13394463955414	0.244621234203542	22.1867737575869	2.47372051427872e-06	2.49702477156263e-05	NA	NA	NA
ENSG00000254510	ENSG00000254510.1	24.557638441668	2.40165889925384	0.503528384297634	21.7541453935682	3.09919483751861e-06	3.0358355584439e-05	266743	NPAS4	neuronal PAS domain protein 4
ENSG00000254561	ENSG00000254561.3	74.8738932556581	1.14069456604266	0.242283493828348	21.8698877301115	2.91776791811668e-06	2.8803424138439e-05	NA	NA	NA
ENSG00000254585	ENSG00000254585.2	154.753939455599	1.67986941968772	0.414055176431946	11.4117530901499	0.000729809322410796	0.00376081818765744	54551	MAGEL2	MAGE family member L2
ENSG00000254680	ENSG00000254680.1	76.817497713531	1.30307215252171	0.264087027300735	23.2618674331358	1.41375385894728e-06	1.5050963134185e-05	NA	NA	NA
ENSG00000254701	ENSG00000254701.3	26.1056104933582	-1.05628421052031	0.28991405252028	13.295272179857	0.000266076216156204	0.00157060392952679	NA	NA	NA
ENSG00000254726	ENSG00000254726.2	55.5397854376632	-1.32414057888743	0.246814469988336	29.7915437026558	4.8108582446398e-08	6.91631374823183e-07	92312	MEX3A	mex-3 RNA binding family member A
ENSG00000254762	ENSG00000254762.1	221.330789970212	2.20098397131494	0.293398907069883	45.3095890492012	1.68223467979163e-11	4.34793973561444e-10	NA	NA	NA
ENSG00000254827	ENSG00000254827.5	26.680886095368	2.24791022180117	0.438812132618771	25.2101018497997	5.14121996189301e-07	5.98736024334561e-06	5003	SLC22A18AS	SLC22A18 antisense RNA
ENSG00000254829	ENSG00000254829.1	22.250271946488	-1.60653419770276	0.375950254542627	19.5789580200468	9.65264689893212e-06	8.42133033403804e-05	NA	NA	NA
ENSG00000254855	ENSG00000254855.1	99.0909928491298	1.31580068913186	0.291886795668217	17.3111831020859	3.17313936071188e-05	0.000242463584338356	NA	NA	NA
ENSG00000254860	ENSG00000254860.5	40.0393855115797	-1.57857709362869	0.279564142237912	33.0547648742602	8.95991987155212e-09	1.48030931650309e-07	493900	TMEM9B-AS1	TMEM9B antisense RNA 1
ENSG00000255045	ENSG00000255045.1	660.384746004156	2.28021485103713	0.551842981312642	10.3617315293167	0.00128654476139302	0.00613336364362296	NA	NA	NA
ENSG00000255085	ENSG00000255085.8	29.0270387315887	-1.31680214397734	0.438372084707663	9.43013477907292	0.00213448601405662	0.00939769912757986	NA	NA	NA
ENSG00000255087	ENSG00000255087.2	21.455477857728	1.5567222871654	0.418665681668442	12.156051758597	0.000489288438035018	0.00266532591229046	101929473	LOC101929473	uncharacterized LOC101929473
ENSG00000255150	ENSG00000255150.2	44.2425486454535	1.52132074680808	0.306305204555177	22.6362823950518	1.9575281696949e-06	2.02284020506955e-05	493861	EID3	EP300 interacting inhibitor of differentiation 3
ENSG00000255201	ENSG00000255201.1	20.7223315040479	-1.07896475419777	0.289299487901824	13.7845324626176	0.000205017208252597	0.00125076741257329	NA	NA	NA
ENSG00000255337	ENSG00000255337.1	24.7008068575968	-1.93613819921542	0.323983417992087	38.1638510602837	6.50463627487039e-10	1.31881201729751e-08	101928424	TMEM123-DT	TMEM123 divergent transcript
ENSG00000255595	ENSG00000255595.2	30.302311877047	1.75483919319204	0.49062433741623	10.0489034050575	0.00152438655850462	0.00705985656253035	101927531	LOC101927531	uncharacterized LOC101927531
ENSG00000255629	ENSG00000255629.1	69.852238681086	-1.56437771657589	0.400597857660835	15.9394905903195	6.5399873977922e-05	0.000455665914885316	NA	NA	NA
ENSG00000255641	ENSG00000255641.1	112.256766077174	-1.79198424379768	0.3148910013923	34.3563944819351	4.58890180614812e-09	8.06015649335586e-08	NA	NA	NA
ENSG00000255692	ENSG00000255692.1	37.4933630034296	1.88955955785155	0.519676228519878	9.45707406998336	0.00210336320588683	0.00928412910061421	NA	NA	NA
ENSG00000255693	ENSG00000255693.1	128.26994388226	1.45388145243082	0.151326936954772	92.6523626870533	6.23361173910883e-22	5.48905986888708e-20	400046	LINC02389	long intergenic non-protein coding RNA 2389
ENSG00000255819	ENSG00000255819.7	72.4955055087133	-2.00197165455771	0.349897605634604	34.9439077616592	3.39341501814934e-09	6.09948848186246e-08	NA	NA	NA
ENSG00000255857	ENSG00000255857.5	294.483007395953	-1.08998755059037	0.107903773602898	105.153399650445	1.13037244372079e-24	1.28169524791616e-22	100506649	PXN-AS1	PXN antisense RNA 1
ENSG00000255916	ENSG00000255916.1	27.7702404803083	1.48407014092962	0.335434980718017	19.707575156486	9.02429354434626e-06	7.92323879500822e-05	101928416	LOC101928416	uncharacterized LOC101928416
ENSG00000255974	ENSG00000255974.7	43.1946395742777	1.26355285269398	0.33236583189837	14.2279291817698	0.00016194897353202	0.00101861104951969	1548	CYP2A6	cytochrome P450 family 2 subfamily A member 6
ENSG00000256008	ENSG00000256008.2	157.998847543063	1.86811354827393	0.172695995424049	113.603590529673	1.5914594615526e-26	2.15949308657972e-24	NA	NA	NA
ENSG00000256013	ENSG00000256013.1	114.226464193216	-1.56147453488035	0.374002832547182	17.6673337007232	2.63106516940885e-05	0.00020579243253947	NA	NA	NA
ENSG00000256124	ENSG00000256124.5	52.1097852494966	-1.20031743659559	0.269147952259329	21.0483605186112	4.47835877784155e-06	4.21592211474426e-05	102606463	LINC01152	long intergenic non-protein coding RNA 1152
ENSG00000256193	ENSG00000256193.5	331.609998293514	2.09843619217343	0.112371278709161	340.848875169455	4.16870690662579e-76	9.85869406939095e-73	100862680	LINC00507	long intergenic non-protein coding RNA 507
ENSG00000256293	ENSG00000256293.2	56.3591114933788	1.58369540550806	0.22732355963408	48.1437379288555	3.96091895027976e-12	1.12568296587822e-10	NA	NA	NA
ENSG00000256422	ENSG00000256422.5	30.6185851553321	2.15773538182567	0.40836460551506	27.2301040110995	1.80624276686227e-07	2.30810080154546e-06	102723895	LINC02552	long intergenic non-protein coding RNA 2552
ENSG00000256542	ENSG00000256542.2	38.1031298950136	1.0611879132125	0.343245964787092	9.51905059310708	0.00203349757724061	0.00902628653772079	NA	NA	NA
ENSG00000256925	ENSG00000256925.2	196.727766976259	1.16678000260435	0.205844619811563	29.4679302619762	5.68496471028337e-08	8.04717813564652e-07	NA	NA	NA
ENSG00000256982	ENSG00000256982.1	88.0036194572944	1.39832110628948	0.22246712149068	37.5426363959099	8.94364265300329e-10	1.78275174351767e-08	NA	NA	NA
